Unnamed: 0,airport,airport_name,carrier_name,arr_delay,arr_flights,avg_delay,longitude,latitude
1157,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",Endeavor,3074,427,7.19906323185012,-91.987655,30.20527972
1158,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",Envoy,5426,679,7.99116347569956,-91.987655,30.20527972
1159,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",Mesa,19455,517,37.6305609284333,-91.987655,30.20527972
1160,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",PSA,5272,489,10.7811860940695,-91.987655,30.20527972
1161,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",SkyWest,19084,1336,14.2844311377246,-91.987655,30.20527972
1162,LGA,"New York, NY: LaGuardia",American,375433,18639,20.1423359622297,-73.87260917,40.77724306
1163,LGA,"New York, NY: LaGuardia",Delta,369356,25783,14.3255633556995,-73.87260917,40.77724306
1164,LGA,"New York, NY: LaGuardia",Endeavor,405147,33096,12.2415699782451,-73.87260917,40.77724306
1165,LGA,"New York, NY: LaGuardia",Frontier,27274,1287,21.1919191919192,-73.87260917,40.77724306
1166,LGA,"New York, NY: LaGuardia",United Express,1831,135,13.562962962963,-73.87260917,40.77724306
1167,LGA,"New York, NY: LaGuardia",JetBlue,344833,15889,21.7026244571716,-73.87260917,40.77724306
1168,LGA,"New York, NY: LaGuardia",Mesa,64827,3209,20.2016204425055,-73.87260917,40.77724306
1169,LGA,"New York, NY: LaGuardia",Republic,411062,42286,9.72099512841129,-73.87260917,40.77724306
1170,LGA,"New York, NY: LaGuardia",SkyWest,20018,1504,13.3098404255319,-73.87260917,40.77724306
1171,LGA,"New York, NY: LaGuardia",Southwest,144925,12384,11.702600129199,-73.87260917,40.77724306
1172,LGA,"New York, NY: LaGuardia",Spirit,93485,5760,16.2300347222222,-73.87260917,40.77724306
1173,LGA,"New York, NY: LaGuardia",United,96996,7094,13.6729630673809,-73.87260917,40.77724306
1174,LGB,"Long Beach, CA: Long Beach Airport",Delta,204,55,3.70909090909091,-118.1516111,33.81772222
1175,LGB,"Long Beach, CA: Long Beach Airport",Hawaiian,7435,689,10.7910014513788,-118.1516111,33.81772222
1176,LGB,"Long Beach, CA: Long Beach Airport",Mesa,2950,173,17.0520231213873,-118.1516111,33.81772222
1177,LGB,"Long Beach, CA: Long Beach Airport",SkyWest,4647,1036,4.48552123552124,-118.1516111,33.81772222
1178,LGB,"Long Beach, CA: Long Beach Airport",Southwest,120447,14723,8.18087346328873,-118.1516111,33.81772222
1179,LIH,"Lihue, HI: Lihue Airport",Alaska,10912,1051,10.3824928639391,-159.3389581,21.97598306
1180,LIH,"Lihue, HI: Lihue Airport",American,7920,750,10.56,-159.3389581,21.97598306
1181,LIH,"Lihue, HI: Lihue Airport",Delta,5044,676,7.46153846153846,-159.3389581,21.97598306
1182,LIH,"Lihue, HI: Lihue Airport",Hawaiian,68870,8529,8.07480361120882,-159.3389581,21.97598306
1183,LIH,"Lihue, HI: Lihue Airport",Southwest,29760,3847,7.73589810241747,-159.3389581,21.97598306
1184,LIH,"Lihue, HI: Lihue Airport",United,13015,1293,10.0657385924207,-159.3389581,21.97598306
1185,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",Air Wisconsin,3698,273,13.5457875457875,-92.22424556,34.72939611
1186,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",Allegiant,2058,132,15.5909090909091,-92.22424556,34.72939611
1187,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",American,10945,741,14.7705802968961,-92.22424556,34.72939611
1188,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",CommuteAir,14708,1004,14.6494023904382,-92.22424556,34.72939611
1189,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",Delta,19829,1926,10.2954309449637,-92.22424556,34.72939611
1190,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",Endeavor,3013,198,15.2171717171717,-92.22424556,34.72939611
1191,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",Envoy,41311,3225,12.8096124031008,-92.22424556,34.72939611
1192,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",Frontier,2944,196,15.0204081632653,-92.22424556,34.72939611
1193,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",United Express,1958,230,8.51304347826087,-92.22424556,34.72939611
1194,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",Mesa,13115,472,27.7860169491525,-92.22424556,34.72939611
1195,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",PSA,7110,496,14.3346774193548,-92.22424556,34.72939611
1196,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",Republic,5292,468,11.3076923076923,-92.22424556,34.72939611
1197,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",SkyWest,25110,1726,14.5480880648899,-92.22424556,34.72939611
1198,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",Southwest,32921,2560,12.859765625,-92.22424556,34.72939611
1199,LNK,"Lincoln, NE: Lincoln Airport",Air Wisconsin,3485,234,14.8931623931624,-96.75925,40.85097222
1200,LNK,"Lincoln, NE: Lincoln Airport",CommuteAir,33010,1451,22.749827705031,-96.75925,40.85097222
1201,LNK,"Lincoln, NE: Lincoln Airport",SkyWest,11515,867,13.2814302191465,-96.75925,40.85097222
1202,LRD,"Laredo, TX: Laredo International",Allegiant,1243,107,11.6168224299065,-99.46154361,27.54373861
1203,LRD,"Laredo, TX: Laredo International",CommuteAir,10032,912,11.0,-99.46154361,27.54373861
1204,LRD,"Laredo, TX: Laredo International",Envoy,4430,675,6.56296296296296,-99.46154361,27.54373861
1205,LRD,"Laredo, TX: Laredo International",SkyWest,5962,541,11.0203327171904,-99.46154361,27.54373861
1206,LSE,"La Crosse, WI: La Crosse Regional",Air Wisconsin,10797,568,19.0088028169014,-91.25653778,43.87937972
1207,LSE,"La Crosse, WI: La Crosse Regional",Endeavor,330,155,2.12903225806452,-91.25653778,43.87937972
1208,LSE,"La Crosse, WI: La Crosse Regional",Envoy,917,182,5.03846153846154,-91.25653778,43.87937972
1209,LSE,"La Crosse, WI: La Crosse Regional",SkyWest,4514,93,48.5376344086022,-91.25653778,43.87937972
1210,LWS,"Lewiston, ID: Lewiston Nez Perce County",SkyWest,7758,815,9.51901840490797,-117.0153944,46.37449806
1211,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",Piedmont,14073,1694,8.30755608028335,-79.20043056,37.32668528
1212,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",American,0,1,0.0,-102.2019139,31.94252778
1213,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",CommuteAir,5611,352,15.9403409090909,-102.2019139,31.94252778
1214,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",Envoy,17551,2409,7.28559568285596,-102.2019139,31.94252778
1215,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",Mesa,24434,1355,18.0324723247232,-102.2019139,31.94252778
1216,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",SkyWest,13778,1165,11.8266094420601,-102.2019139,31.94252778
1217,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",Southwest,38339,3869,9.90927888343241,-102.2019139,31.94252778
1218,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",United,6354,462,13.7532467532468,-102.2019139,31.94252778
1219,MBS,"Saginaw/Bay City/Midland, MI: MBS International",Air Wisconsin,3558,277,12.8447653429603,-84.07964722,43.53291472
1220,MBS,"Saginaw/Bay City/Midland, MI: MBS International",Endeavor,3209,477,6.72746331236897,-84.07964722,43.53291472
1221,MBS,"Saginaw/Bay City/Midland, MI: MBS International",United Express,1972,64,30.8125,-84.07964722,43.53291472
1222,MBS,"Saginaw/Bay City/Midland, MI: MBS International",SkyWest,15440,1130,13.6637168141593,-84.07964722,43.53291472
1223,MCI,"Kansas City, MO: Kansas City International",Air Wisconsin,1504,147,10.2312925170068,-94.71390556,39.29760528
1224,MCI,"Kansas City, MO: Kansas City International",Alaska,6229,759,8.2068511198946,-94.71390556,39.29760528
1225,MCI,"Kansas City, MO: Kansas City International",Allegiant,2254,192,11.7395833333333,-94.71390556,39.29760528
1226,MCI,"Kansas City, MO: Kansas City International",American,94811,5228,18.135233358837,-94.71390556,39.29760528
1227,MCI,"Kansas City, MO: Kansas City International",Delta,80779,7145,11.3056682995101,-94.71390556,39.29760528
1228,MCI,"Kansas City, MO: Kansas City International",Endeavor,14015,1270,11.0354330708661,-94.71390556,39.29760528
1229,MCI,"Kansas City, MO: Kansas City International",Envoy,8202,748,10.9652406417112,-94.71390556,39.29760528
1230,MCI,"Kansas City, MO: Kansas City International",Frontier,2428,320,7.5875,-94.71390556,39.29760528
1231,MCI,"Kansas City, MO: Kansas City International",United Express,278,31,8.96774193548387,-94.71390556,39.29760528
1232,MCI,"Kansas City, MO: Kansas City International",Horizon,675,116,5.81896551724138,-94.71390556,39.29760528
1233,MCI,"Kansas City, MO: Kansas City International",JetBlue,12411,612,20.2794117647059,-94.71390556,39.29760528
1234,MCI,"Kansas City, MO: Kansas City International",Mesa,26693,1146,23.2923211169284,-94.71390556,39.29760528
1235,MCI,"Kansas City, MO: Kansas City International",PSA,15252,1054,14.4705882352941,-94.71390556,39.29760528
1236,MCI,"Kansas City, MO: Kansas City International",Republic,15487,1776,8.72015765765766,-94.71390556,39.29760528
1237,MCI,"Kansas City, MO: Kansas City International",SkyWest,15788,851,18.5522914218566,-94.71390556,39.29760528
1238,MCI,"Kansas City, MO: Kansas City International",Southwest,260269,23443,11.1022053491447,-94.71390556,39.29760528
1239,MCI,"Kansas City, MO: Kansas City International",Spirit,29428,1349,21.8146775389177,-94.71390556,39.29760528
1240,MCI,"Kansas City, MO: Kansas City International",United,59673,3711,16.0800323362975,-94.71390556,39.29760528
1241,MCO,"Orlando, FL: Orlando International",Alaska,25876,2481,10.4296654574768,-81.31602778,28.42888889
1242,MCO,"Orlando, FL: Orlando International",American,354027,18003,19.6648891851358,-81.31602778,28.42888889
1243,MCO,"Orlando, FL: Orlando International",Delta,296472,20760,14.2809248554913,-81.31602778,28.42888889
1244,MCO,"Orlando, FL: Orlando International",Frontier,600792,20172,29.7834622248662,-81.31602778,28.42888889
1245,MCO,"Orlando, FL: Orlando International",JetBlue,506505,18132,27.9343150231635,-81.31602778,28.42888889
1246,MCO,"Orlando, FL: Orlando International",Southwest,553971,41954,13.2042475091767,-81.31602778,28.42888889
1247,MCO,"Orlando, FL: Orlando International",Spirit,730551,29615,24.6682762113794,-81.31602778,28.42888889
1248,MCO,"Orlando, FL: Orlando International",United,207145,13255,15.6276876650321,-81.31602778,28.42888889
1249,MCW,"Mason City, IA: Mason City Municipal",SkyWest,7931,622,12.7508038585209,-93.33126056,43.1577925
1250,MDT,"Harrisburg, PA: Harrisburg International",Air Wisconsin,3243,219,14.8082191780822,-76.76340361,40.19349528
1251,MDT,"Harrisburg, PA: Harrisburg International",Allegiant,13183,835,15.7880239520958,-76.76340361,40.19349528
1252,MDT,"Harrisburg, PA: Harrisburg International",American,16295,716,22.7583798882682,-76.76340361,40.19349528
1253,MDT,"Harrisburg, PA: Harrisburg International",Delta,4025,781,5.15364916773367,-76.76340361,40.19349528
1254,MDT,"Harrisburg, PA: Harrisburg International",Endeavor,850,213,3.9906103286385,-76.76340361,40.19349528
1255,MDT,"Harrisburg, PA: Harrisburg International",Envoy,247,31,7.96774193548387,-76.76340361,40.19349528
1256,MDT,"Harrisburg, PA: Harrisburg International",Frontier,3898,134,29.089552238806,-76.76340361,40.19349528
1257,MDT,"Harrisburg, PA: Harrisburg International",United Express,3211,300,10.7033333333333,-76.76340361,40.19349528
1258,MDT,"Harrisburg, PA: Harrisburg International",PSA,8042,998,8.05811623246493,-76.76340361,40.19349528
1259,MDT,"Harrisburg, PA: Harrisburg International",Piedmont,28643,2178,13.1510560146924,-76.76340361,40.19349528
1260,MDT,"Harrisburg, PA: Harrisburg International",Republic,7478,713,10.4880785413745,-76.76340361,40.19349528
1261,MDT,"Harrisburg, PA: Harrisburg International",SkyWest,6659,766,8.69321148825065,-76.76340361,40.19349528
1262,MDT,"Harrisburg, PA: Harrisburg International",United,6188,380,16.2842105263158,-76.76340361,40.19349528
1263,MDW,"Chicago, IL: Chicago Midway International",Allegiant,6864,427,16.0749414519906,-87.75242444,41.7859825
1264,MDW,"Chicago, IL: Chicago Midway International",Delta,16337,1312,12.4519817073171,-87.75242444,41.7859825
1265,MDW,"Chicago, IL: Chicago Midway International",Endeavor,6981,543,12.8563535911602,-87.75242444,41.7859825
1266,MDW,"Chicago, IL: Chicago Midway International",Frontier,90179,4245,21.2435806831567,-87.75242444,41.7859825
1267,MDW,"Chicago, IL: Chicago Midway International",SkyWest,11985,1416,8.46398305084746,-87.75242444,41.7859825
1268,MDW,"Chicago, IL: Chicago Midway International",Southwest,789729,77149,10.2364126560292,-87.75242444,41.7859825
1269,MEI,"Meridian, MS: Key Field",SkyWest,14285,684,20.8845029239766,-88.75120556,32.33313333
1270,MEM,"Memphis, TN: Memphis International",Air Wisconsin,4372,309,14.1488673139159,-89.97666667,35.04241667
1271,MEM,"Memphis, TN: Memphis International",Allegiant,11177,703,15.8990042674253,-89.97666667,35.04241667
1272,MEM,"Memphis, TN: Memphis International",American,100802,4373,23.0509947404528,-89.97666667,35.04241667
1273,MEM,"Memphis, TN: Memphis International",CommuteAir,582,30,19.4,-89.97666667,35.04241667
1274,MEM,"Memphis, TN: Memphis International",Delta,49839,4518,11.031208499336,-89.97666667,35.04241667
1275,MEM,"Memphis, TN: Memphis International",Endeavor,6693,687,9.74235807860262,-89.97666667,35.04241667
1276,MEM,"Memphis, TN: Memphis International",Envoy,15344,1468,10.4523160762943,-89.97666667,35.04241667
1277,MEM,"Memphis, TN: Memphis International",Frontier,3279,283,11.5865724381625,-89.97666667,35.04241667
1278,MEM,"Memphis, TN: Memphis International",United Express,622,54,11.5185185185185,-89.97666667,35.04241667
1279,MEM,"Memphis, TN: Memphis International",Mesa,17698,759,23.3175230566535,-89.97666667,35.04241667
1280,MEM,"Memphis, TN: Memphis International",PSA,11979,892,13.4293721973094,-89.97666667,35.04241667
1281,MEM,"Memphis, TN: Memphis International",Republic,20596,2905,7.08984509466437,-89.97666667,35.04241667
1282,MEM,"Memphis, TN: Memphis International",SkyWest,15106,1325,11.4007547169811,-89.97666667,35.04241667
1283,MEM,"Memphis, TN: Memphis International",Southwest,43180,3302,13.0769230769231,-89.97666667,35.04241667
1284,MEM,"Memphis, TN: Memphis International",Spirit,18362,897,20.4704570791527,-89.97666667,35.04241667
1285,MEM,"Memphis, TN: Memphis International",United,30852,1742,17.7106773823192,-89.97666667,35.04241667
1286,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",Allegiant,2295,319,7.19435736677116,-98.23861111,26.17583333
1287,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",American,12956,1005,12.8915422885572,-98.23861111,26.17583333
1288,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",CommuteAir,2015,383,5.26109660574413,-98.23861111,26.17583333
1289,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",Envoy,350,107,3.27102803738318,-98.23861111,26.17583333
1290,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",Mesa,14765,598,24.690635451505,-98.23861111,26.17583333
1291,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",SkyWest,2550,197,12.9441624365482,-98.23861111,26.17583333
1292,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",United,3285,251,13.0876494023904,-98.23861111,26.17583333
1293,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",Allegiant,2138,196,10.9081632653061,-98.23861111,26.17583333
1294,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",American,10102,616,16.3993506493506,-98.23861111,26.17583333
1295,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",CommuteAir,1768,62,28.5161290322581,-98.23861111,26.17583333
1296,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",Mesa,10097,421,23.9833729216152,-98.23861111,26.17583333
1297,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",SkyWest,603,51,11.8235294117647,-98.23861111,26.17583333
1298,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",United,5256,274,19.1824817518248,-98.23861111,26.17583333
1299,MFR,"Medford, OR: Rogue Valley International - Medford",Allegiant,4906,313,15.6741214057508,-122.8734978,42.37422778
1300,MFR,"Medford, OR: Rogue Valley International - Medford",Horizon,8749,1712,5.11039719626168,-122.8734978,42.37422778
1301,MFR,"Medford, OR: Rogue Valley International - Medford",Mesa,106,17,6.23529411764706,-122.8734978,42.37422778
1302,MFR,"Medford, OR: Rogue Valley International - Medford",SkyWest,25454,3565,7.13997194950912,-122.8734978,42.37422778
1303,MFR,"Medford, OR: Rogue Valley International - Medford",United,13909,831,16.7376654632972,-122.8734978,42.37422778
1304,MGM,"Montgomery, AL: Montgomery Regional",Endeavor,9956,720,13.8277777777778,-86.39397611,32.30064417
1305,MGM,"Montgomery, AL: Montgomery Regional",Envoy,5981,588,10.171768707483,-86.39397611,32.30064417
1306,MGM,"Montgomery, AL: Montgomery Regional",Mesa,1314,86,15.2790697674419,-86.39397611,32.30064417
1307,MGM,"Montgomery, AL: Montgomery Regional",PSA,4977,380,13.0973684210526,-86.39397611,32.30064417
1308,MGM,"Montgomery, AL: Montgomery Regional",Piedmont,5832,728,8.01098901098901,-86.39397611,32.30064417
1309,MGM,"Montgomery, AL: Montgomery Regional",SkyWest,8545,643,13.2892690513219,-86.39397611,32.30064417
1310,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",Air Wisconsin,3257,192,16.9635416666667,-96.67083278,39.14096722
1311,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",Envoy,6577,833,7.89555822328932,-96.67083278,39.14096722
1312,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",SkyWest,61,6,10.1666666666667,-96.67083278,39.14096722
1313,MHT,"Manchester, NH: Manchester Boston Regional",American,761,50,15.22,-71.43705583,42.93451639
1314,MHT,"Manchester, NH: Manchester Boston Regional",Envoy,1171,116,10.0948275862069,-71.43705583,42.93451639
1315,MHT,"Manchester, NH: Manchester Boston Regional",United Express,1671,104,16.0673076923077,-71.43705583,42.93451639
1316,MHT,"Manchester, NH: Manchester Boston Regional",PSA,20838,2013,10.3517138599106,-71.43705583,42.93451639
1317,MHT,"Manchester, NH: Manchester Boston Regional",Piedmont,6843,894,7.65436241610738,-71.43705583,42.93451639
1318,MHT,"Manchester, NH: Manchester Boston Regional",Republic,5771,708,8.15112994350283,-71.43705583,42.93451639
1319,MHT,"Manchester, NH: Manchester Boston Regional",SkyWest,449,22,20.4090909090909,-71.43705583,42.93451639
1320,MHT,"Manchester, NH: Manchester Boston Regional",Southwest,32704,2839,11.5195491370201,-71.43705583,42.93451639
1321,MHT,"Manchester, NH: Manchester Boston Regional",Spirit,9609,525,18.3028571428571,-71.43705583,42.93451639
1322,MIA,"Miami, FL: Miami International",Alaska,4596,412,11.1553398058252,-80.29055556,25.79325
1323,MIA,"Miami, FL: Miami International",American,893289,52772,16.9273288865307,-80.29055556,25.79325
1324,MIA,"Miami, FL: Miami International",Delta,159461,10218,15.6058915639068,-80.29055556,25.79325
1325,MIA,"Miami, FL: Miami International",Endeavor,184,17,10.8235294117647,-80.29055556,25.79325
1326,MIA,"Miami, FL: Miami International",Envoy,173867,12952,13.4239499691167,-80.29055556,25.79325
1327,MIA,"Miami, FL: Miami International",Frontier,94674,3192,29.6597744360902,-80.29055556,25.79325
1328,MIA,"Miami, FL: Miami International",JetBlue,71133,2849,24.967707967708,-80.29055556,25.79325
1329,MIA,"Miami, FL: Miami International",Republic,4455,583,7.64150943396226,-80.29055556,25.79325
1330,MIA,"Miami, FL: Miami International",Southwest,89382,6331,14.1181487916601,-80.29055556,25.79325
1331,MIA,"Miami, FL: Miami International",Spirit,169000,7402,22.8316671169954,-80.29055556,25.79325
1332,MIA,"Miami, FL: Miami International",United,93426,5803,16.0996036532828,-80.29055556,25.79325
1333,MKE,"Milwaukee, WI: General Mitchell International",Air Wisconsin,35553,1621,21.9327575570635,-87.89658333,42.94722222
1334,MKE,"Milwaukee, WI: General Mitchell International",Alaska,2578,386,6.67875647668394,-87.89658333,42.94722222
1335,MKE,"Milwaukee, WI: General Mitchell International",American,49143,2370,20.7354430379747,-87.89658333,42.94722222
1336,MKE,"Milwaukee, WI: General Mitchell International",Delta,45076,4413,10.2143666440063,-87.89658333,42.94722222
1337,MKE,"Milwaukee, WI: General Mitchell International",Endeavor,8816,929,9.48977395048439,-87.89658333,42.94722222
1338,MKE,"Milwaukee, WI: General Mitchell International",Envoy,1238,126,9.82539682539683,-87.89658333,42.94722222
1339,MKE,"Milwaukee, WI: General Mitchell International",Frontier,13615,692,19.6748554913295,-87.89658333,42.94722222
1340,MKE,"Milwaukee, WI: General Mitchell International",JetBlue,12530,729,17.1879286694102,-87.89658333,42.94722222
1341,MKE,"Milwaukee, WI: General Mitchell International",Mesa,2327,151,15.4105960264901,-87.89658333,42.94722222
1342,MKE,"Milwaukee, WI: General Mitchell International",PSA,6251,546,11.4487179487179,-87.89658333,42.94722222
1343,MKE,"Milwaukee, WI: General Mitchell International",Piedmont,1953,260,7.51153846153846,-87.89658333,42.94722222
1344,MKE,"Milwaukee, WI: General Mitchell International",Republic,10085,1409,7.15755855216466,-87.89658333,42.94722222
1345,MKE,"Milwaukee, WI: General Mitchell International",SkyWest,66305,4116,16.1090864917396,-87.89658333,42.94722222
1346,MKE,"Milwaukee, WI: General Mitchell International",Southwest,114833,8868,12.9491429860171,-87.89658333,42.94722222
1347,MKE,"Milwaukee, WI: General Mitchell International",Spirit,18086,805,22.4670807453416,-87.89658333,42.94722222
1348,MKE,"Milwaukee, WI: General Mitchell International",United,11874,785,15.1261146496815,-87.89658333,42.94722222
1349,MLB,"Melbourne, FL: Melbourne Orlando International",Allegiant,1787,183,9.76502732240437,-80.64580556,28.10275
1350,MLB,"Melbourne, FL: Melbourne Orlando International",Delta,12032,1415,8.50318021201413,-80.64580556,28.10275
1351,MLB,"Melbourne, FL: Melbourne Orlando International",PSA,11660,1100,10.6,-80.64580556,28.10275
1352,MLI,"Moline, IL: Quad Cities International",Air Wisconsin,16812,790,21.2810126582278,-90.50753917,41.44852639
1353,MLI,"Moline, IL: Quad Cities International",Allegiant,4898,424,11.5518867924528,-90.50753917,41.44852639
1354,MLI,"Moline, IL: Quad Cities International",Endeavor,3937,418,9.41866028708134,-90.50753917,41.44852639
1355,MLI,"Moline, IL: Quad Cities International",Envoy,5278,760,6.94473684210526,-90.50753917,41.44852639
1356,MLI,"Moline, IL: Quad Cities International",United Express,1016,127,8.0,-90.50753917,41.44852639
1357,MLI,"Moline, IL: Quad Cities International",Mesa,928,50,18.56,-90.50753917,41.44852639
1358,MLI,"Moline, IL: Quad Cities International",PSA,1584,22,72.0,-90.50753917,41.44852639
1359,MLI,"Moline, IL: Quad Cities International",Republic,169,23,7.34782608695652,-90.50753917,41.44852639
1360,MLI,"Moline, IL: Quad Cities International",SkyWest,28823,1594,18.0821831869511,-90.50753917,41.44852639
1361,MLU,"Monroe, LA: Monroe Regional",Endeavor,5064,738,6.86178861788618,-92.03768778,32.51086556
1362,MLU,"Monroe, LA: Monroe Regional",Envoy,3674,554,6.63176895306859,-92.03768778,32.51086556
1363,MLU,"Monroe, LA: Monroe Regional",SkyWest,4698,521,9.0172744721689,-92.03768778,32.51086556
1364,MOB,"Mobile, AL: Mobile Regional",CommuteAir,3989,481,8.29313929313929,-88.24283333,30.69141667
1365,MOB,"Mobile, AL: Mobile Regional",Delta,3435,370,9.28378378378378,-88.24283333,30.69141667
1366,MOB,"Mobile, AL: Mobile Regional",Endeavor,2554,603,4.23548922056385,-88.24283333,30.69141667
1367,MOB,"Mobile, AL: Mobile Regional",Envoy,7932,941,8.42933049946865,-88.24283333,30.69141667
1368,MOB,"Mobile, AL: Mobile Regional",Mesa,14131,433,32.635103926097,-88.24283333,30.69141667
1369,MOB,"Mobile, AL: Mobile Regional",PSA,741,73,10.1506849315068,-88.24283333,30.69141667
1370,MOB,"Mobile, AL: Mobile Regional",Piedmont,9130,1068,8.54868913857678,-88.24283333,30.69141667
1371,MOB,"Mobile, AL: Mobile Regional",SkyWest,9135,570,16.0263157894737,-88.24283333,30.69141667
1372,MOT,"Minot, ND: Minot International",Allegiant,1451,201,7.21890547263682,-101.2803339,48.25937778
1373,MOT,"Minot, ND: Minot International",CommuteAir,6106,243,25.1275720164609,-101.2803339,48.25937778
1374,MOT,"Minot, ND: Minot International",Endeavor,57,8,7.125,-101.2803339,48.25937778
1375,MOT,"Minot, ND: Minot International",SkyWest,19959,1817,10.9845899834893,-101.2803339,48.25937778
1376,MQT,"Marquette, MI: Marquette Sawyer Regional",Air Wisconsin,3830,233,16.4377682403433,-87.3873,46.3497
1377,MQT,"Marquette, MI: Marquette Sawyer Regional",Endeavor,2455,210,11.6904761904762,-87.3873,46.3497
1378,MQT,"Marquette, MI: Marquette Sawyer Regional",Envoy,2706,112,24.1607142857143,-87.3873,46.3497
1379,MQT,"Marquette, MI: Marquette Sawyer Regional",SkyWest,79,4,19.75,-87.3873,46.3497
1380,MQT,"Marquette, MI: Sawyer International",Air Wisconsin,1258,52,24.1923076923077,-87.3873,46.3497
1381,MQT,"Marquette, MI: Sawyer International",Endeavor,915,127,7.20472440944882,-87.3873,46.3497
1382,MQT,"Marquette, MI: Sawyer International",Envoy,2272,135,16.8296296296296,-87.3873,46.3497
1383,MQT,"Marquette, MI: Sawyer International",SkyWest,0,24,0.0,-87.3873,46.3497
1384,MRY,"Monterey, CA: Monterey Regional",Allegiant,2871,105,27.3428571428571,-121.8429478,36.5869825
1385,MRY,"Monterey, CA: Monterey Regional",American,18554,664,27.9427710843373,-121.8429478,36.5869825
1386,MRY,"Monterey, CA: Monterey Regional",Envoy,1739,184,9.45108695652174,-121.8429478,36.5869825
1387,MRY,"Monterey, CA: Monterey Regional",Horizon,247,100,2.47,-121.8429478,36.5869825
1388,MRY,"Monterey, CA: Monterey Regional",Mesa,162,9,18.0,-121.8429478,36.5869825
1389,MRY,"Monterey, CA: Monterey Regional",SkyWest,29289,3009,9.73379860418744,-121.8429478,36.5869825
1390,MSN,"Madison, WI: Dane County Regional-Truax Field",Air Wisconsin,13200,829,15.9227985524729,-89.33751361,43.13985778
1391,MSN,"Madison, WI: Dane County Regional-Truax Field",American,47142,2085,22.610071942446,-89.33751361,43.13985778
1392,MSN,"Madison, WI: Dane County Regional-Truax Field",Delta,14187,1913,7.41610036591741,-89.33751361,43.13985778
1393,MSN,"Madison, WI: Dane County Regional-Truax Field",Endeavor,3315,539,6.15027829313544,-89.33751361,43.13985778
1394,MSN,"Madison, WI: Dane County Regional-Truax Field",Envoy,2685,290,9.25862068965517,-89.33751361,43.13985778
1395,MSN,"Madison, WI: Dane County Regional-Truax Field",Frontier,3393,272,12.4742647058824,-89.33751361,43.13985778
1396,MSN,"Madison, WI: Dane County Regional-Truax Field",United Express,1577,279,5.65232974910394,-89.33751361,43.13985778
1397,MSN,"Madison, WI: Dane County Regional-Truax Field",PSA,4043,525,7.70095238095238,-89.33751361,43.13985778
1398,MSN,"Madison, WI: Dane County Regional-Truax Field",Piedmont,2518,356,7.07303370786517,-89.33751361,43.13985778
1399,MSN,"Madison, WI: Dane County Regional-Truax Field",Republic,5560,1100,5.05454545454545,-89.33751361,43.13985778
